;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cennik obowiązuje od dnia 7 lutego 2014 r.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Opakowanie jednostkowe;;;;;Karton wewnętrzny;;;;;Karton duży;;;;;;
Kod towaru;Nazwa artykułu;NOWOŚĆ;Cena netto katalogowa;;Kategoria;Podkategoria;Opis;Opis cech;Opis dodatkowy;Podstawowy materiał wykonania;Dodatkowy materiał wykonania;Kategoria zdobienia;Sugerowana technika zdobienia;Liczba kolorów;Długość obszaru;Szerokość obszaru;Długość produktu;Szerokość produktu;Wysokość produktu;Materiał wykonania opakowania;Rodzaj opakowania jedn.;Kolor opakowania jedn.;Baterie;Cechy specyficzne;Kolor podstawowy;Kolor dodatkowy;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Ilość w jednostkach podstawowych;Ilość na palecie wysyłkowej
R08331.21;Bidon 480 ml, szary;EOY 2013;3,35 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany z elastycznego tworzywa składany bidon na wodę o pojemności 480 ml. Dodatkowo wyposażony w karabińczyk umożliwiający przytroczenie go do paska. Zastosowane tworzywo jest bezpieczne dla zdrowia. Pakowany w woreczek foliowy.;;;tworzywo elastyczne;;A3;tampodruk;1;50;40;265.0;120.0;30.0;folia;woreczek foliowy;bezbarwny;;;szary;;;;;;;;;;;;11.2;10.2;640.0;370.0;390.0;400;
R08332.01;Bidon 600 ml, srebrny;EOY 2013;5,35 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany z elastycznego tworzywa składany bidon na wodę o pojemności 600 ml. Dodatkowo wyposażony w karabińczyk umożliwiający przytroczenie go do paska. Zastosowane tworzywo jest bezpieczne dla zdrowia. Pakowany w woreczek foliowy.;;;tworzywo elastyczne;;A3;tampodruk;1;50;40;130.0;260.0;40.0;folia;woreczek foliowy;bezbarwny;;;srebrny;;;;;;;;;;;;18.0;16.9;615.0;470.0;480.0;400;
R08332.04;Bidon 600 ml, niebieski;EOY 2013;5,35 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany z elastycznego tworzywa składany bidon na wodę o pojemności 600 ml. Dodatkowo wyposażony w karabińczyk umożliwiający przytroczenie go do paska. Zastosowane tworzywo jest bezpieczne dla zdrowia. Pakowany w woreczek foliowy.;;;tworzywo elastyczne;;A3;tampodruk;1;50;40;130.0;260.0;40.0;folia;woreczek foliowy;bezbarwny;;;granatowy;;;;;;;;;;;;18.0;16.9;615.0;470.0;480.0;400;
R08332.08;Bidon 600 ml, czerwony;EOY 2013;5,35 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany z elastycznego tworzywa składany bidon na wodę o pojemności 600 ml. Dodatkowo wyposażony w karabińczyk umożliwiający przytroczenie go do paska. Zastosowane tworzywo jest bezpieczne dla zdrowia. Pakowany w woreczek foliowy.;;;tworzywo elastyczne;;A3;tampodruk;1;50;40;130.0;260.0;40.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;;;;;;18.0;16.9;615.0;470.0;480.0;400;
R08333;Kubek ze słomką;;9,80 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek na zimne napoje z efektowną słomką. Pojemność 450 ml. Podwójne ścianki wykonano z wysokiej jakości transparentnego plastiku. Pakowany w woreczek foliowy.;;;Plastik;;A3;tampodruk;4;35;35;100.0;245.0;100.0;folia;opakowanie upominkowe;bezbarwny;;;niebieski;;;;;;;;;;;;11.0;9.5;530.0;530.0;515.0;50;300
R08338.04;Kubek izotermiczny 450 ml biało-niebieski;NEW 2014;13,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 450 ml i obydwu ściankach wykonanych z grubego plastiku. Pakowany w białe kartonowe pudełko.;;;plastik;;A3;tampodruk;4;35;35;81.0;81.0;200.0;karton;pudełko kartonowe;biały;;;biały;niebieski;;;;;;;;;;;;;;;;;
R08338.08;Kubek izotermiczny 450 ml biało-czerwony;NEW 2014;13,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 450 ml i obydwu ściankach wykonanych z grubego plastiku. Pakowany w białe kartonowe pudełko.;;;plastik;;A3;tampodruk;4;35;35;81.0;81.0;200.0;karton;pudełko kartonowe;biały;;;biały;czerwony;;;;;;;;;;;;;;;;;
R08347.02;Kubek izotermiczny 450 ml srebrno-czarny;NEW 2014;17,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 450 ml. Ścianka zewnętrzna wykonana ze stali nierdzewnej, wewnątrz zastosowano plastik. Pakowany w białe kartonowe pudełko.;;;stal nierdzewna;plastik;L3;laser;1;50;20;81.0;81.0;200.0;karton;pudełko kartonowe;biały;;;srebrny;czarny;;;;;;;;;;;;;;;;;
R08347.04;Kubek izotermiczny 450 ml srebrno-niebieski;NEW 2014;17,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 450 ml. Ścianka zewnętrzna wykonana ze stali nierdzewnej, wewnątrz zastosowano plastik. Pakowany w białe kartonowe pudełko.;;;stal nierdzewna;plastik;L3;laser;1;50;20;81.0;81.0;200.0;karton;pudełko kartonowe;biały;;;srebrny;niebieski;;;;;;;;;;;;;;;;;
R08349.04;Kubek izotermiczny, niebieski;;19,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny z metalową pokrywką i 2 ściankami ze stali nierdzewnej. Wewnątrz kubka stal 18/8 o podwyższonej jakości, na zewnątrz stal nierdzewnej 18/0 i transparentny plastik. Pojemność: 380 ml. Pakowany w biały kartonik. Logo naniesiemy techniką grawerki laserowej;;;stal nierdzewna;;L3;laser;1;50;20;83.0;83.0;175.0;karton;pudełko kartonowe;biały;;;srebrny;niebieski;0.32;0.28;90.0;90.0;190.0;;;;;;16.0;14.0;455.0;455.0;390.0;50;600
R08349.08;Kubek izotermiczny, czerwony;;19,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny z metalową pokrywką i 2 ściankami ze stali nierdzewnej. Wewnątrz kubka stal 18/8 o podwyższonej jakości, na zewnątrz stal nierdzewnej 18/0 i transparentny plastik. Pojemność: 380 ml. Pakowany w biały kartonik. Logo naniesiemy techniką grawerki laserowej.;;;stal nierdzewna;;L3;laser;1;50;20;83.0;83.0;175.0;karton;pudełko kartonowe;biały;;;srebrny;czerwony;0.32;0.28;90.0;90.0;190.0;;;;;;16.0;14.0;455.0;455.0;390.0;50;600
R08356;Samochodowy kubek izotermiczny 400 ml;;11,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany ze stali nierdzewnej i plastiku samochodowy kubek izotermiczny o pojemności 400 ml. Pakowany w kartonowe pudełko. Logo naniesiemy na kubek techniką grawerki laserowej. ;400 ml;? 6,5 - ? 8,5;stal nierdzewna;plastik;L3;laser;1;50;20;85.0;65.0;150.0;karton;pudełko;czarny;;;srebrny;;0.22;0.16;100.0;120.0;170.0;;;;;;8.0;6.0;570.0;370.0;360.0;36;576
R08357;Samochodowy kubek izotermiczny z podgrzewaczem, 420 ml;;17,80 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany ze stali nierdzewnej i plastiku samochodowy kubek izotermiczny o pojemności 420 ml z podgrzewaczem. Idealny towarzysz w długiej podróży samochodem. Podgrzewanie kubka następuje przez podłączenie do gniazda zapalniczki. Pakowany w kartonowe pudełko. Podgrzewa nie gotuje.;420 ml;;stal nierdzewna;plastik;L3;laser;1;50;20;85.0;65.0;165.0;karton;pudełko;czarny;;;srebrny;;0.36;0.33;90.0;120.0;174.0;;;;;;13.0;12.0;575.0;376.0;360.0;36;576
R08358;Samochodowy kubek izotermiczny z podgrzewaczem, 400 ml;;26,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany ze stali nierdzewnej  (na zewnątrz i wewnątrz) samochodowy kubek izotermiczny o pojemność 400 ml z podgrzewaczem. Pakowany w kartonowe pudełko. Podgrzewa nie gotuje.;;;stal nierdzewna;;L3;laser;1;50;20;85.0;65.0;165.0;karton;pudełko;czarny;;;srebrny;;0.36;0.33;100.0;120.0;170.0;;;;;;13.0;12.0;575.0;378.0;359.0;36;576
R08359;Kubek izotermiczny 400 ml;;8,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany ze stali nierdzewnej i plastiku kubek izotermiczny o pojemności 400 ml. Pakowany w białe kartonowe opakowanie;;;stal nierdzewna;plastik;L3;laser;1;50;20;165.0;85.0;68.0;karton;pudełko;czarny;;;srebrny;;0.24;0.22;100.0;120.0;170.0;;;;;;12.0;11.0;620.0;470.0;390.0;50;576
R08363;Plecak dziecięcy;;15,90 zł;;Podróże i wypoczynek;Torby podróżne i plecaki;Wykonany z poliestru 600 D plecak dziecięcy. Pakowany zbiorczo. Logo naniesiemy techniką sitodruku.;;;poliester 600D;;B6;sitodruk;4;120;70;240.0;290.0;100.0;brak;brak;;;;czerwony;;;;;;;;;;;;10.5;9.5;330.0;260.0;435.0;50;2000
R08364;Kubek izotermiczny 380 ml;;14,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny z stali nierdzewnej i plastiku z pokrywką. Pojemność 380 ml. Wewnątrz kubka stal 18/8 o podwyższonej jakości. Pakowany w białe kartonowe opakowanie.;380 ml;;stal nierdzewna;plastik;A3;tampodruk;4;30;30;135.0;125.0;87.0;karton;pudełko;biały;;srebrny;biały;;0.3;0.28;140.0;120.0;90.0;;;;;;15.0;14.0;620.0;470.0;300.0;50;800
R08366.04;Kubek izotermiczny 300 ml - niebieski;;15,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny wykonany z stali nierdzewnej i plastiku. Wewnątrz kubka stal 18/8 o podwyższonej jakości). Pojemność: 300 ml. Pakowany w białe kartonowe opakowanie.;300 ml;;stal nierdzewna;;A3;tampodruk;4;30;30;162.0;77.0;77.0;karton;pudełko;biały;;;niebieski;;0.28;0.24;80.0;80.0;180.0;;;;;;14.0;12.0;420.0;420.0;370.0;50;1000
R08366.08;Kubek izotermiczny 300 ml - czerwony;;15,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny wykonany z stali nierdzewnej i plastiku. Wewnątrz kubka stal 18/8 o podwyższonej jakości). Pojemność: 300 ml. Pakowany w białe kartonowe opakowanie.;300 ml;;stal nierdzewna;;A3;tampodruk;4;30;30;162.0;77.0;77.0;karton;pudełko;biały;;;czerwony;;0.28;0.24;80.0;80.0;180.0;;;;;;14.0;12.0;425.0;425.0;370.0;50;1000
R08367.02;Kubek izotermiczny - stalowo/czarny;;13,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 430 ml. Pakowany w białe kartonowe pudełko. Logo naniesiemy na kubek techniką laserki grawerowej.;430 ml;;stal nierdzewna na zewnątrz;plastik;L3;laser;1;50;20;85.0;85.0;172.0;karton;pudełko;biały;;;srebrny;czarny;0.23;0.21;190.0;90.0;90.0;;;;;;11.0;10.0;550.0;380.0;390.0;48;768
R08367.04;Kubek izotermiczny - stalowo/niebieski;NEW 2014;13,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 430 ml. Pakowany w białe kartonowe pudełko.;430 ml;;stal nierdzewna;plastik;L3;laser;1;50;20;85.0;172.0;85.0;karton;pudełko;biały;;;srebrny;granatowy;0.24;0.22;85.0;85.0;185.0;;;;;;12.0;11.0;455.0;455.0;390.0;50;800
R08367.08;Kubek izotermiczny - stalowo/czerwony;;13,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 430 ml. Pakowany w białe kartonowe pudełko. Logo naniesiemy na kubek techniką laserki grawerowej.;430 ml;;stal nierdzewna na zewnątrz;plastik;L3;laser;1;50;20;85.0;85.0;172.0;karton;pudełko;biały;;;srebrny;czerwony;0.23;0.21;190.0;90.0;90.0;;;;;;11.0;10.0;550.0;380.0;390.0;48;768
R08368.04;Kubek izotermiczny, niebieski;;13,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 400 ml, wykonany z stali nierdzewnej i plastiku w kształcie beczułki. Pakowany w biały kartonik.;400 ml;;stal nierdzewna wewnątrz;plastik;A3;tampodruk;4;30;30;133.0;110.0;90.0;karton;pudełko;biały;;;niebieski;;0.28;0.24;125.0;130.0;90.0;;;;;;14.0;12.0;670.0;470.0;270.0;50;750
R08368.05;Kubek izotermiczny, zielony;EOY 2013;13,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 400 ml, wykonany z stali nierdzewnej i plastiku w kształcie beczułki. Pakowany w biały kartonik.;400 ml;;stal nierdzewna wewnątrz;plastik;A3;tampodruk;4;30;30;133.0;110.0;90.0;karton;pudełko;biały;;;zielony;;0.28;0.24;125.0;130.0;90.0;;;;;;14.0;12.0;680.0;470.0;270.0;50;750
R08368.08;Kubek izotermiczny, czerwony;;13,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 400 ml, wykonany z stali nierdzewnej i plastiku w kształcie beczułki. Pakowany w biały kartonik.;400 ml;;stal nierdzewna wewnątrz;plastik;A3;tampodruk;4;30;30;133.0;110.0;90.0;karton;pudełko;biały;;;czerwony;;0.28;0.24;125.0;130.0;90.0;;;;;;14.0;12.0;670.0;470.0;270.0;50;750
R08368.41;Kubek izotermiczny, grafitowy;EOY 2013;13,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny o pojemności 400 ml, wykonany z stali nierdzewnej i plastiku w kształcie beczułki. Pakowany w biały kartonik.;400 ml;;stal nierdzewna wewnątrz;plastik;A3;tampodruk;4;30;30;133.0;110.0;90.0;karton;pudełko;biały;;;grafitowy;;0.28;0.24;125.0;130.0;90.0;;;;;;14.0;12.0;680.0;470.0;270.0;50;750
R08373;Termos 500ml;;19,98 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Termos ze stali nierdzewnej z podwójną ścianką o pojemności 450 ml. Wewnątrz stal nierdzewna 18/8 o podwyższonej jakości. Pakowany w czarne kartonowe opakowanie upominkowe.;;;stal nierdzewna;plastik;L3;laser;1;50;20;245.0;68.0;68.0;karton;opakowanie upominkowe;czarny;;;srebrny;;0.37;0.29;72.0;74.0;252.0;;;;;;9.0;7.0;470.0;310.0;270.0;24;720
R08376;Kubek izotermiczny;;34,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny o pojemności 450 ml z próżnią pomiędzy 2 ściankami ze stali nierdzewnej. Wewnątrz kubka zastosowano stal 18/8 o podwyższonej jakości. Pakowany w białe kartonowe opakowanie.;;;Stal nierdzewna;;L3;laser;1;50;20;225.0;95.0;85.0;karton;pudełko kartonowe;biały;;;srebrny;;0.45;0.4;95.0;90.0;235.0;;;;;;18.0;16.0;490.0;395.0;490.0;40;480
R08377;Termos 700 ml;NEW 2014;48,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Termos o pojemności 700ml.  Z próżnią między dwoma ściankami ze stali nierdzewnej. Wewnątrz stal 18/8 o podwyższonej jakości. Z uchwytem. Pokryty grafitową metaliczną farbą. Pakowany w biały kartonik.;;;Stal nierdzewna;;L3;laser;1;50;20;80.0;80.0;275.0;karton;pudełko kartonowe;biały;;;grafitowy;;0.5;0.48;85.0;85.0;285.0;;;;;;12.7;12.05;440.0;440.0;305.0;25;500
R08378.04;Kubek, niebieski;;26,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny o pojemności 450 ml. Wewnątrz kubka zastosowano stal 18/8 o podwyższonej jakości, na zewnątrz plastik. Pakowany w biały kartonik.;;;Stal nierdzewna;Plastik;A3;tampodruk;4;30;30;225.0;95.0;85.0;karton;pudełko kartonowe;biały;;;niebieski;;0.42;0.37;95.0;95.0;240.0;;;;;;17.0;15.0;490.0;390.0;490.0;40;480
R08378.08;Kubek, czerwony;;26,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny o pojemności 450 ml. Wewnątrz kubka zastosowano stal 18/8 o podwyższonej jakości, na zewnątrz plastik. Pakowany w biały kartonik.;;;Stal nierdzewna;Plastik;A3;tampodruk;4;30;30;225.0;95.0;85.0;karton;pudełko kartonowe;biały;;;czerwony;;0.42;0.37;95.0;95.0;240.0;;;;;;17.0;15.0;490.0;390.0;490.0;40;480
R08379;Bidon 700 ml;NEW 2014;25,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Wykonany ze stali nierdzewnej 18/8 700 ml bidon z karabińczykiem. Pakowany w biały kartonik.;;;stal nierdzewna;;L3;laser;1;50;20;280.0;70.0;70.0;karton;pudełko kartonowe;biały;;;grafitowy;;0.23;0.21;75.0;75.0;290.0;;;;;;11.79;10.93;395.0;395.0;600.0;50;800
R08383;Metalowy termos z 2 kubkami;;44,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Zestaw składający się z termosu i 2 kubków w upominkowym srebrnym opakowaniu. Termos z dwoma metalowymi ściankami dobrze trzymający ciepło, na zewnątrz pokryty niebieskim lakierem. Kubki mają stalowe wnętrze. Pojemność termosu 480 ml, kubków 180 ml każdy.;480 ml;;stal nierdzewna;plastik;L3;laser;1;50;20;325.0;230.0;80.0;karton;opakowanie upominkowe;srebrny;;;niebieski;srebrny;1.0;0.87;230.0;325.0;80.0;;;;;;16.0;14.0;655.0;475.0;330.0;16;144
R08388;Kubek;;13,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny o pojemności 250 ml z dwiema ściankami ze stali nierdzewnej. Wewnątrz kubka stal 18/8 o podwyższonej jakości. Pakowany w białe kartonowe opakowanie.;;;Stal nierdzewna;;L3;laser;1;50;20;75.0;145.0;75.0;karton;pudełko kartonowe;biały;;;srebrny;;0.24;0.22;80.0;80.0;160.0;;;;;;12.0;11.0;420.0;420.0;335.0;50;600
R08390;Kubek 240 ml;;16,50 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek ze stali nierdzewnej o pojemności 240 ml. Pakowany w  kartonowe pudełko. Logo naniesiemy na boczną ściankę kubka techniką grawerki laserowej. ;;?75;stal nierdzewna;;L3;laser;1;50;20;75.0;75.0;88.0;karton;pudełko;czarny;;;srebrny;;0.16;0.15;90.0;90.0;100.0;;;;;;6.2;4.2;440.0;425.0;220.0;40;1440
R08392;Kubek izotermiczny 380 ml;;16,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny z metalową pokrywką i 2 ściankami ze stali nierdzewnej. Wewnątrz kubka stal 18/8 o podwyższonej jakości. Pojemność: 380 ml. Pakowany w biały kartonik.;380 ml;;stal nierdzewna;;L3;laser;1;50;20;82.0;82.0;182.0;karton;pudełko;biały;;;srebrny;czarny;0.32;0.28;85.0;85.0;190.0;;;;;;15.0;13.0;450.0;450.0;390.0;50;1000
R08393;Kubek izotermiczny 380 ml;;18,40 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny z metalową pokrywką i 2 ściankami ze stali nierdzewnej. Wewnątrz kubka stal 18/8 o podwyższonej jakości. Pojemność: 380 ml. Pakowany w biały kartonik.;380 ml;;stal nierdzewna;;L3;laser;1;50;20;83.0;83.0;175.0;karton;pudełko;biały;;;srebrny;czarny;0.32;0.28;85.0;85.0;190.0;;;;;;16.0;14.0;440.0;440.0;390.0;50;1000
R08395.04;Kubek izotermiczny 180 ml, granatowy;;6,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek wykonany z stali nierdzewnej i plastiku o pojemności 180 ml. Pakowany w kartonowe pudełko.;180ml;?63;stal nierdzewna;plastik;A3;tampodruk;4;30;30;63.0;90.0;100.0;karton;pudełko;czarny;;srebrny;granatowy;;0.12;0.12;100.0;80.0;98.0;;;;;;9.0;8.0;470.0;400.0;300.0;72;2304
R08395.08;Kubek izotermiczny 180 ml, czerwony;;6,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek wykonany ze stali nierdzewnej i plastiku o pojemności 180 ml. Pakowany w kartonowe pudełko.;180 ml;?63;stal nierdzewna;plastik;A3;tampodruk;4;30;30;63.0;90.0;100.0;karton;pudełko;czarny;;srebrny;czerwony;;0.12;0.12;100.0;80.0;98.0;;;;;;9.0;8.0;470.0;400.0;300.0;72;2304
R08396.01;Kubek izotermiczny 350 ml, srebrny;EOY 2013;32,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny o pojemności 350 ml. 2 ścianki ze stali nierdzewnej, wewnątrz stal 18/8 o podwyższonej jakości. Pokrywkę kubka można rozkręcić, co pozwala na staranne umycie kubka. Pakowany w biale kartonowe opakowanie.;;;stal nierdzewna;;L3;laser;1;50;20;195.0;72.0;72.0;karton;pudełko kartonowe;biały;;;srebrny;;0.27;0.18;80.0;80.0;200.0;;;;;;6.5;4.5;475.0;325.0;220.0;24;840
R08396.08;Kubek izotermiczny 350 ml, czerwony;EOY 2013;32,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny o pojemności 350 ml. 2 ścianki ze stali nierdzewnej, wewnątrz stal 18/8 o podwyższonej jakości. Pokrywkę kubka można rozkręcić, co pozwala na staranne umycie kubka. Pakowany w biale kartonowe opakowanie.;;;stal nierdzewna;;L3;laser;1;50;20;195.0;72.0;72.0;karton;pudełko kartonowe;biały;;;czerwony;;0.27;0.18;80.0;80.0;200.0;;;;;;6.5;4.5;475.0;325.0;220.0;24;840
R08397;Kubek izotermiczny - termos 450 ml;EOY 2013;34,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Kubek izotermiczny – termos o pojemności 450 ml. Z próżnią między dwiema ściankami ze stali nierdzewnej. Wewnątrz stal 18/8 o podwyższonej jakości. Pakowany w biały kartonik.;;;Stal nierdzewna;;L3;laser;1;50;20;80.0;80.0;200.0;karton;pudełko kartonowe;biały;;;srebrny;;0.38;0.35;85.0;85.0;210.0;;;;;;9.05;8.49;530.0;360.0;230.0;24;
R08398.02;Kubek izotermiczny 450 ml czarny;NEW 2014;38,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny – termos o pojemności 450 ml. Z próżnią między dwoma ściankami ze stali nierdzewnej. Wewnątrz stal 18/8 o podwyższonej jakości. Pakowany w biały kartonik.;;;stal nierdzewna;;L3;laser;1;50;20;80.0;80.0;200.0;karton;pudełko kartonowe;biały;;;czarny;srebrny;0.36;0.33;85.0;85.0;210.0;;;;;;8.69;8.13;530.0;360.0;230.0;24;672
R08398.06;Kubek izotermiczny 450 ml biały;NEW 2014;38,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny – termos o pojemności 450 ml. Z próżnią między dwoma ściankami ze stali nierdzewnej. Wewnątrz stal 18/8 o podwyższonej jakości. Pakowany w biały kartonik.;;;stal nierdzewna;;L3;laser;1;50;20;200.0;80.0;80.0;karton;pudełko kartonowe;biały;;;biały;srebrny;0.36;0.33;85.0;85.0;210.0;;;;;;8.69;8.13;530.0;360.0;230.0;24;672
R08398.41;Kubek izotermiczny 450 ml grafitowy;NEW 2014;38,90 zł;;Podróże i wypoczynek;Termosy i kubki izotermiczne;Szczelny kubek izotermiczny – termos o pojemności 450 ml. Z próżnią między dwoma ściankami ze stali nierdzewnej. Wewnątrz stal 18/8 o podwyższonej jakości. Pakowany w biały kartonik.;;;stal nierdzewna;;L3;laser;1;50;20;80.0;80.0;200.0;karton;pudełko kartonowe;biały;;;grafitowy;srebrny;0.36;0.33;85.0;85.0;210.0;;;;;;8.69;8.13;530.0;360.0;230.0;24;672
R08450.03;Torba eko na zakupy, żółta;;2,95 zł;;Podróże i wypoczynek;Torby na zakupy;Wykonana z tworzywa sztucznego   ekologiczna torba na zakupy. Oferowana w 6 kolorach. Pakowana zbiorczo. Logo naniesiemy torbę techniką sitodruku. ;eko;;tworzywo sztuczne;;B4;sitodruk;4;200;200;300.0;75.0;350.0;brak;brak;;;;żółty;;;;;;;;;;;;7.0;7.0;370.0;320.0;520.0;160;3840
R08450.04;Torba eko na zakupy, granatowa;;2,95 zł;;Podróże i wypoczynek;Torby na zakupy;Wykonana z tworzywa sztucznego  ekologiczna torba na zakupy. Oferowana w 6 kolorach. Pakowana zbiorczo. Logo naniesiemy torbę techniką sitodruku. ;eko;;tworzywo sztuczne;;B4;sitodruk;4;200;200;300.0;75.0;350.0;brak;brak;;;;granatowy;;;;;;;;;;;;7.0;7.0;370.0;320.0;520.0;160;3840
R08450.05;Torba eko na zakupy, zielona;;2,95 zł;;Podróże i wypoczynek;Torby na zakupy;Wykonana z tworzywa sztucznego  ekologiczna torba na zakupy. Oferowana w 6 kolorach. Pakowana zbiorczo. Logo naniesiemy torbę techniką sitodruku. ;eko;;tworzywo sztuczne;;B4;sitodruk;4;200;200;300.0;75.0;350.0;brak;brak;;;;zielony;;;;;;;;;;;;7.0;7.0;370.0;320.0;520.0;160;3840
R08450.051;Torba eko na zakupy, ciemnozielona;;2,95 zł;;Podróże i wypoczynek;Torby na zakupy;Wykonana z tworzywa sztucznego  ekologiczna torba na zakupy. Oferowana w 6 kolorach. Pakowana zbiorczo. Logo naniesiemy torbę techniką sitodruku. ;eko;;tworzywo sztuczne;;B4;sitodruk;4;200;200;300.0;75.0;350.0;brak;brak;;;;ciemnozielony;;;;;;;;;;;;7.0;7.0;370.0;320.0;520.0;160;3840
R08450.081;Torba eko na zakupy, jasnoczerwona;NEW 2014;2,95 zł;;Podróże i wypoczynek;Torby na zakupy;Wykonana z materiału non woven 100 g/m? ekologiczna torba na zakupy.;;;non woven;;B4;sitodruk;;;;300.0;350.0;75.0;brak;brak;;;;czerwony;;;;;;;;;;;;;;;;;;
